Команда;игр;побед;проигрышей;ничьих;голов;голы минус голы соперника
Туррис Олтул Турну Магуреле;21;6;5;10;31;5
Авалдснес (ж);21;12;5;4;36;12
Коппарбергс/Гетеборг(ж);21;16;2;3;50;41
Родопа Смолян;21;8;9;4;32;6
Ангкор Тайгер;21;12;6;3;36;7
Айка;21;11;5;5;39;17
Навбахор (ж);21;11;8;2;48;0
Эредиано (ж);21;12;4;5;46;23
Пниувек Павловице;21;10;7;4;37;9
Бергиш Гладбах;21;3;9;9;22;-14
Вождовац;21;7;10;4;17;-14
Эль-Пасо Локомотив;21;10;2;9;30;11
Ханой 2 (ж);21;6;14;1;16;-19
Канзас-Сити;21;10;7;4;34;4
Шахрдари Хамедан;21;9;4;8;26;11
Зенит Иркутск;21;6;9;6;21;-6
Каукая;21;7;10;4;37;0
Кампанарио;21;6;14;1;16;-27
Пеликан Лович;21;7;7;7;33;9
Мальорка-2;21;12;5;4;35;21
Вегалта Сендай (ж);21;5;8;8;25;-4
Вальядолид-2;21;10;5;6;31;9
Атлетико Мадрид-2;21;5;8;8;18;-4
Рудеш;21;10;6;5;41;9
Карсияка;21;10;4;7;26;12
Бичсайд (р);21;14;6;1;49;22
Мортон Бэй Юн;21;7;10;4;37;-13
Калиш;21;12;8;1;31;10
Шэньчжэнь ФК;21;8;9;4;28;0
Хенань Цзянье;21;4;11;6;21;-18
Чунцин Лифан;21;9;8;4;33;1
Мелли Хафари;21;6;5;10;13;3
Унив. Крайова 1948;21;12;1;8;45;28
Авалан Камьяран;21;8;9;4;20;-5
Гуанчжоу Р-Ф;21;7;8;6;30;-6
Свит Новы Двор Мазовецкий;21;10;6;5;32;7
Робина Сити (ж);21;7;8;6;54;15
Марсашлокк;21;7;6;8;28;10
Тузла С;21;10;8;3;27;2
Генгам (ж);21;9;10;2;28;-3
Гурник Забже-2;21;7;12;2;32;-7
Напредак U19;21;7;11;3;31;-15
Брисбен Роар-мл;21;8;12;1;34;-5
Рамтха;21;12;5;4;32;11
Императрис;21;2;17;2;13;-50
Гавр (ж);21;2;16;3;13;-30
Чавдар Этрополе;21;8;8;5;36;9
Железничар Баня-Лука;21;9;4;8;31;14
АЗС Краков (ж);21;8;6;7;39;8
Масинач Нис (ж);21;14;3;4;40;28
Черно Море Варна U19;21;13;3;5;37;24
Графсхап;21;13;6;2;44;12
Локомотив-Казанка;21;9;6;6;38;4
Химик-Арсенал;21;6;7;8;26;-4
Красный Смоленская обл.;21;8;7;6;27;5
Волна Нижний Новгород;21;8;10;3;24;-3
Челябинск;21;12;7;2;43;21
Динамо-2 М;21;13;4;4;50;23
Химки-2;21;6;14;1;23;-22
Лада Димитровград;21;5;9;7;25;3
Роча;21;5;7;9;19;-4
Шальке-04 2;21;7;6;8;34;7
Ильпар;21;10;7;4;42;7
Каблови;21;1;19;1;12;-91
Ситра;21;8;9;4;29;-2
ИМТ Белград;21;9;6;6;29;10
Диошдьер (ж);21;12;7;2;46;22
МТК Будапешт (ж);21;16;5;0;66;43
Браво;21;7;7;7;30;2
Карлайл;21;8;9;4;28;-2
Селайя;21;10;4;7;27;7
Сан-Каетано;21;7;11;3;20;-21
Бавария Мюнхен (ж);21;16;4;1;64;44
Конкорд Рейнджерс;21;6;9;6;26;-8
Брэдфорд С;21;5;10;6;26;-5
Диф U19;21;7;9;5;36;-2
Ферровиария (ж);21;10;8;3;43;20
Джохор Дарул Такзим;21;16;1;4;57;45
Мансфилд Т;21;3;8;10;19;-13
Стивенейдж;21;3;9;9;19;-7
Селангор;21;9;5;7;44;11
Палмейрас (ж);21;10;5;6;37;16
Кадино;21;7;9;5;22;4
Слога Мравинце;21;8;10;3;24;5
Накхон Патхом;21;12;2;7;44;25
Ривер Плейт (р);21;15;3;3;41;18
Иттихад Танжер;21;9;8;4;25;2
Нордиа Иерусалим;21;6;9;6;31;-4
Пуэбла U20;21;12;7;2;39;6
Хуарес U20;21;10;6;5;26;4
Бристоль Р;21;7;8;6;30;-4
Питерборо Юн;21;12;6;3;37;14
Солфорд С;21;8;6;7;29;1
АСАК Конкорд;21;8;6;7;23;6
Дижон (ж);21;8;10;3;25;-9
Спортинг Брага U23;21;9;3;9;29;10
Униря Деж;21;14;3;4;46;26
Флинт Таун Юнайтед;21;6;14;1;28;-12
Чанчунь Ятай;21;12;2;7;35;22
Депортес Консепсьон;21;5;12;4;25;-9
Хапоэль Азор;21;6;8;7;26;-3
Барранкилья;21;2;13;6;11;-17
Бататайс;21;1;11;9;17;-19
Гойянезия;21;9;6;6;31;5
Манакор;21;11;4;6;32;11
Саутерн Дистрикт;21;5;7;9;36;-3
Шабан Муслимин Кана;21;6;9;6;15;-5
Этимесгют Блд. Спор;21;6;9;6;18;-5
Чанкая;21;7;13;1;20;-19
Белененсеш-2;21;4;11;6;15;-12
Пальмас;21;3;16;2;16;-31
Атлетико Виктория;21;6;8;7;17;-6
Ибарра;21;2;14;5;13;-19
Хенераль Веласкес;21;7;8;6;24;-1
Атлетико Сагунтино;21;5;3;13;21;0
Сакавененше;21;5;7;9;22;-7
Корреджезе;21;8;8;5;29;0
Муравера;21;8;8;5;26;1
Априлия;21;6;6;9;25;-6
Вис Нова Джуссано;21;6;12;3;18;-20
Санта Мария Чиленто;21;5;5;11;23;6
Корми;21;1;17;3;12;-45
Аль-Олимпи;21;9;3;9;28;8
Толедо;21;9;5;7;30;7
Соперник Краснодара по группе;21;3;18;0;3;-15
Ферриоленсе;21;4;15;2;19;-20
Лавелло;21;9;5;7;35;11
Самут Пракан;21;3;13;5;14;-23
Рабу-ди-Пейши;21;6;9;6;16;-9
Антекера;21;9;5;7;31;18
Спортинг Лиссабон (ж);21;17;3;1;67;53
Яракуянос;21;7;8;6;22;-3
Трухильянос;21;5;14;2;18;-24
Нуэва Консепсьон;21;8;5;8;28;3
Барселона ЕК;21;1;15;5;13;-41
Эспаньол-2;21;7;9;5;24;-4
Хетафе-2;21;2;9;10;14;-10
Вильярреал-2;21;8;5;8;26;6
Вальдефьерро;21;5;13;3;18;-21
Утебо;21;8;4;9;22;2
Осасуна-2;21;8;7;6;27;1
Ла-Вирген дель Камино;21;8;5;8;23;-1
Гран Валенсия;21;6;7;8;21;-9
Исидро Метапан (ж);21;8;7;6;26;-5
Аль-Бидда;21;4;11;6;18;-7
Асеро;21;5;6;10;23;1
Индепендьенте Петролеро;21;12;6;3;47;22
Льянес;21;8;7;6;27;8
Олимпико Тотана;21;8;8;5;25;5
Маккаби Явне;21;7;8;6;23;1
Чонбук Моторс;21;9;5;7;32;8
УА Орта;21;5;11;5;30;-7
Эуропа;21;13;3;5;36;15
Эльче 2;21;10;5;6;30;12
Димона;21;7;8;6;22;3
Фероникели;21;6;8;7;23;5
Фасил Кенема;21;15;1;5;30;20
Кретей-Люзитано;21;4;12;5;19;-19
Хакоах Амидар Рамат-Ган;21;2;14;5;23;-32
Маккаби Цур Шалом;21;7;9;5;32;2
Ирони Кусейфе;21;5;10;6;21;-23
Дамак;21;7;7;7;30;1
ЖС Саура;21;12;5;4;32;17
МК Алжир U21;21;9;7;5;40;10
Атланта;21;9;5;7;30;7
Реал Потоси;21;3;14;4;24;-20
РСД Алькала;21;9;5;7;26;8
Полворин;21;13;4;4;33;16
Читта-ди-Фазано;21;7;6;8;27;1
Йонг АЗ Алкмаар;21;7;11;3;32;-14
Бразил де Пелотас;21;6;8;7;13;-6
Саиф;21;11;7;3;42;14
Уттар Баридара;21;5;9;7;31;-9
Эйр Юнайтед;21;4;9;8;25;-6
Аль-Ахли Манама;21;8;7;6;25;-1
Чока Талеш;21;5;7;9;20;-3
Энугу Рейнджерс;21;9;7;5;22;7
Аль-Батин;21;6;8;7;29;-12
Аль-Мархия;21;7;12;2;25;-6
Лоби Старз;21;10;7;4;26;5
КС Константин U21;21;12;3;6;27;15
Ален;21;5;7;9;21;-4
Фулад Хузестан;21;7;7;7;18;2
Серамика Клеопатра;21;6;5;10;29;2
Мезекевешди Жори;21;8;5;8;33;7
Кацина Юнайтед;21;5;12;4;16;-12
Квара Юнайтед;21;10;4;7;28;14
Кешла;21;6;8;7;23;-5
ЕНППИ;21;7;6;8;23;1
Тала Аль-Джаиш;21;9;5;7;33;15
Вегберг-Бек;21;4;11;6;16;-19
Рот-Вайсс Эссен;21;12;4;5;47;29
Монтевидео Уондерерс;21;6;8;7;25;-13
Митьюлланд;21;12;6;3;41;22
ГКС Ястшембе-Здруй;21;5;9;7;23;-3
Диошдьер;21;7;9;5;20;-6
Гурник Польковице;21;9;5;7;33;8
Ремо Белем;21;12;2;7;42;18
Лудогорец Разград;21;12;6;3;40;15
Тузла-Сити;21;9;5;7;27;10
СПАЛ U19;21;9;8;4;26;4
Нова-Игуасу;21;8;7;6;25;3
Уиком Уондерерс;21;8;10;3;21;-6
Ренессанс Беркан;21;5;9;7;17;-8
Арда Кардажали;21;10;7;4;22;-2
Пласа Амадор;21;10;3;8;30;12
Йокогама Ф-Маринос;21;14;1;6;49;32
Конфьянса Сержипе;21;8;5;8;37;21
Островец;20;9;7;4;56;24
Бенешов;20;10;10;0;32;-10
Ядран Декани;20;5;12;3;20;-20
Сон Ла (ж);20;2;17;1;17;-55
Нови Пазар;20;5;9;6;20;-14
Б36 Торсхавн-2;20;8;8;4;39;-3
Кохтла-Ярве 2;20;8;11;1;45;-3
БАТЭ;20;10;4;6;43;21
Баник Соколов;20;5;14;1;20;-24
Виимси-2;20;9;10;1;44;1
Флора Таллинн (ж);20;18;0;2;113;103
Донг Тхап;20;4;12;4;26;-12
Алтын Асыр;20;16;1;3;63;51
Слуцк (р);20;6;8;6;29;0
Смолевичи-СТИ;20;3;15;2;21;-36
Городея;20;5;11;4;23;-15
Брейдаблик/Аугнаблик U19;20;12;7;1;52;14
Невежис;20;14;4;2;44;29
Жальгирис Каунас-2;20;2;17;1;21;-34
Сайгон;20;8;4;8;28;8
Неман;20;12;5;3;27;10
Белшина (р);20;6;11;3;28;-8
ПИФ Парайнен;20;6;7;7;31;-2
Юниорс;20;6;7;7;28;-15
Лиетава Йонава;20;9;6;5;30;3
Тарту ДжК Велко 2;20;12;6;2;45;10
Кефлавик U19;20;8;8;4;44;6
Викингур (ж);20;4;9;7;28;-16
Выру Хелиос;20;6;11;3;32;-14
Аполония Фиери;20;4;9;7;19;-10
Козе;20;1;17;2;28;-61
ФА 2000;20;8;7;5;21;-3
Рингкебинг;20;4;9;7;23;-10
Подбрезова;20;11;4;5;44;28
Ювяскюля;20;9;9;2;34;-3
Йиппо Йоэнсу;20;14;2;4;35;24
НСА София (ж);20;18;1;1;114;102
Акурейри;20;4;3;13;27;5
Питео;20;11;3;6;41;20
Рокингем С;20;2;14;4;19;-45
голы Ювентус;20;10;4;6;46;12
Нови Сад U19;20;1;14;5;20;-36
Лам Донг;20;6;8;6;23;0
Нафт Масед Солейман;20;5;8;7;14;-4
Трактор Сази Тебриз;20;9;3;8;19;8
Черноморец Бургас;20;14;5;1;43;20
Фалконс;20;13;5;2;55;35
Алингсес (ж);20;9;6;5;39;13
Кройдон Кингз;20;11;8;1;40;10
Аделаида Блю-Иглз;20;7;4;9;26;3
Локомотив М(2);20;10;5;5;41;24
Фарт (ж);20;1;17;2;15;-54
Сорренто U20;20;5;10;5;35;-8
Аделаида Юн (р);20;14;3;3;54;28
Аделаида Хиллс;20;9;9;2;38;2
Стирлинг Лайонс;20;10;8;2;41;11
Солтило Ангкор;20;2;15;3;19;-38
Хангарьд;20;12;5;3;58;27
Роа (ж);20;4;13;3;20;-15
Висакха;20;9;4;7;55;30
Нага Уорлд;20;7;5;8;31;4
Днепр Могилев;20;10;5;5;49;23
Брисбен Атлетик;20;9;8;3;46;-2
Мейтленд;20;9;9;2;31;7
Вихрен;20;11;2;7;40;22
ВИТ Тбилиси;20;5;9;6;15;-13
Железничар Панчево;20;11;7;2;26;8
Саутпорт Уорриорс;20;8;8;4;49;2
Сидней ФК;20;6;8;6;25;3
Галифакс Т;20;6;8;6;32;4
Тропесон;20;11;3;6;33;18
Таруна (р);20;10;5;5;63;33
Хартфорд Атлетик;20;13;4;3;36;8
ИНАК Леонесса (ж);20;12;6;2;39;17
Серезо-Осака (ж);20;9;3;8;37;3
Харима Альбион (ж);20;8;7;5;28;8
Алькоркон-2;20;9;4;7;33;18
Салгуэйро;20;10;3;7;30;17
Гринвилл Триумф;20;15;2;3;33;21
Нортерн Тайгерс (ж);20;10;6;4;46;15
Албирекс Ниигата (ж);20;10;7;3;28;7
Санкактепе;20;7;9;4;28;-7
Марица Пловдив;20;13;4;3;41;23
Сомаспор;20;13;2;5;37;20
Жакуйпенсе;20;6;7;7;21;-4
Кашиас-ду-Сул;20;7;6;7;21;4
Гленорчи Найтс (р);20;13;5;2;73;29
Юнион Омаха;20;10;4;6;25;8
Брисбен Роар (ж);20;10;4;6;48;15
Куинс Парк;20;14;4;2;40;16
Форвард Мэдисон;20;8;5;7;26;10
Фрей Паулистано;20;3;12;5;14;-14
Раднички Сремска Митровица;20;7;10;3;21;2
Линкс;20;4;12;4;23;-31
Уэксфорд;20;3;15;2;17;-29
Гэлуей Юн;20;9;7;4;30;5
Лонгфорд;20;9;7;4;27;2
Телеоптик Земун;20;13;5;2;33;17
Карина;20;8;9;3;37;2
Саутсайд Иглз (ж);20;4;14;2;26;-25
Ипсвич Найтс (ж);20;7;13;0;44;-44
Татауин;20;4;4;12;14;-1
Бордо (ж);20;12;6;2;45;24
Корона Кельце-2;20;6;12;2;32;-12
ИМТ Белград U19;20;9;8;3;28;7
